© 2000-2023 QIAGEN. All rights reserved.

Upstream Regulators	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
TRAP1	-0.907	2.121	1.58	-0.927	-1.897	0.184	N/A	N/A
EDN1	1.28	-0.878	-1.927	-1.954	0.494	-0.415	-0.666	N/A
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	-0.64	N/A	N/A	-1.698	1.028	-1.961	-2.233	N/A
MAPK14	1.532	N/A	N/A	-1.757	2.152	0.184	-1.278	-0.647
INS	1.131	-0.804	N/A	0.961	1.842	-1.513	-1.282	N/A
ciprofloxacin	0.632	0.653	-1.294	-1.387	-0.662	0.64	-1.265	1.0
dithiothreitol	1.671	N/A	-2.75	N/A	1.091	1.976	N/A	N/A
cinnamaldehyde	1.276	0.563	-0.234	-1.342	1.572	0.333	-2.157	N/A
TFE3	-0.392	-0.389	-1.632	1.622	1.744	1.698	N/A	N/A
GnRH analog	-2.043	0.0	1.85	0.5	0.0	-2.744	0.333	N/A
NFE2L1	2.121	-1.664	-2.333	N/A	1.342	N/A	N/A	N/A
Immunoglobulin	0.434	1.335	-0.304	1.356	2.472	-0.85	0.707	N/A
GH1	0.92	N/A	N/A	-2.138	2.259	-0.359	-1.77	N/A
PITX2	2.366	-1.564	-1.125	N/A	2.144	-0.137	-0.105	N/A
gentamicin	0.104	0.174	1.075	0.814	0.753	-1.49	0.997	-1.982
SPIB	N/A	2.0	1.667	-1.0	0.816	-0.896	-1.0	N/A
L-triiodothyronine	N/A	N/A	-3.042	-0.064	N/A	3.128	1.144	N/A
GDF2	1.706	N/A	N/A	-1.432	1.929	0.503	-0.788	-1.0
geldanamycin	-0.162	-1.394	-1.543	2.17	0.707	1.374	N/A	N/A
EPCAM	N/A	N/A	N/A	N/A	-2.219	2.216	1.982	0.927
TRIM37	N/A	0.557	1.339	1.154	-1.982	-0.104	2.201	N/A
SAFB2	N/A	1.342	0.816	N/A	-2.449	0.378	1.342	-1.0
USP8	N/A	N/A	2.697	N/A	-2.17	-1.992	0.468	N/A
4-phenylbutyric acid	-0.888	N/A	-0.803	-2.621	0.136	0.661	-2.213	N/A
acetaminophen	1.503	-3.183	N/A	N/A	1.399	0.095	-1.134	N/A
SMAD3	1.546	N/A	N/A	-1.537	1.628	0.593	-1.758	-0.242
di(2-ethylhexyl) phthalate	N/A	1.195	N/A	-1.982	1.698	N/A	-2.425	N/A
nickel chloride	2.391	N/A	-2.049	N/A	N/A	1.741	-1.091	N/A
topotecan	-0.858	-0.719	0.03	1.373	0.804	0.644	1.425	1.4
SPP1	1.026	N/A	-2.54	-0.895	0.18	2.284	0.314	N/A
mifepristone	0.687	N/A	0.81	-1.19	-1.359	-1.298	0.682	-1.211
E2F1	0.082	-0.88	-0.324	-1.897	-0.181	0.516	-1.991	-1.362
SFTPC	-2.0	1.342	1.89	N/A	-2.0	N/A	N/A	N/A
HDAC1	N/A	2.396	N/A	-1.632	2.0	N/A	-1.195	N/A
L-glutamic acid	1.84	-0.192	-0.379	-0.584	2.124	-0.145	-1.032	-0.927
nicotine	0.993	-1.846	-2.012	0.52	0.667	0.02	-0.786	-0.366
4-O-carboxymethylascochlorin	2.213	N/A	-2.804	N/A	N/A	2.157	N/A	N/A
Pka	1.969	N/A	N/A	0.174	2.789	-1.311	-0.915	N/A
MAPK3	N/A	N/A	N/A	-1.316	2.28	-1.145	-2.395	N/A
tributyltin	-2.236	2.449	N/A	N/A	-2.449	N/A	N/A	N/A
bisphenol A	N/A	N/A	1.262	1.497	1.067	-1.208	0.123	-1.96
HIF1A	0.962	-1.083	-1.944	-0.945	0.638	0.337	N/A	-1.208
quinolinic acid	1.46	N/A	N/A	-2.19	1.469	-0.435	-1.552	N/A
atorvastatin	N/A	-0.095	-1.228	-1.83	1.107	-0.882	-1.949	N/A
wortmannin	-2.244	N/A	N/A	0.757	-2.424	0.108	1.464	-0.074
lactacystin	0.916	-2.044	-1.479	0.822	-0.028	0.583	1.192	N/A
SERPINF1	2.0	N/A	-2.253	-1.674	N/A	1.137	N/A	N/A
thioacetamide	1.673	N/A	N/A	N/A	2.159	2.23	-1.0	N/A
fenofibrate	N/A	-2.433	-2.33	-0.768	N/A	1.526	N/A	N/A
PAX3-FOXO1	-0.209	-0.423	0.239	1.091	-0.489	0.522	1.942	2.121
cocaine	N/A	N/A	N/A	0.072	2.306	-2.812	-1.826	N/A
Jnk	N/A	N/A	N/A	-1.444	2.08	0.715	-2.776	N/A
NGF	2.235	N/A	-0.912	-0.255	1.197	0.151	-1.936	-0.305
Pkg	N/A	N/A	N/A	-1.664	2.449	-0.443	-2.433	N/A
LEP	N/A	-1.009	-2.107	-0.975	N/A	0.26	-2.252	-0.367
PRNP	1.0	N/A	-1.313	-1.491	N/A	1.424	-1.741	N/A
ACOX1	-1.772	1.78	N/A	-0.707	-2.514	-0.181	0.0	N/A
PDGF (family)	1.0	-2.0	-1.633	1.103	N/A	-0.218	1.0	N/A
tazemetostat	1.571	0.583	-0.725	-0.507	2.086	1.112	-0.368	N/A
CTNNB1	-1.603	-0.634	0.214	-0.225	-2.902	-0.992	0.026	-0.307
PRKCE	N/A	-1.673	N/A	-1.904	0.943	-0.185	-2.171	N/A
ADCYAP1	1.502	N/A	-1.617	0.508	0.684	0.585	-0.733	-1.246
SKIV2L	N/A	1.89	2.53	N/A	N/A	-2.449	N/A	N/A
PPARGC1B	-1.269	0.479	-1.095	1.414	1.752	N/A	N/A	0.854
TAL1	N/A	N/A	-1.03	-1.89	-2.121	1.437	-0.378	N/A
CST5	0.894	1.344	1.68	0.277	1.461	-0.928	-0.258	N/A
ANGPT2	1.809	N/A	-1.259	0.102	0.194	0.894	1.961	0.61
AHR	-0.387	N/A	N/A	1.046	1.186	-1.661	-1.886	0.662
phorbol esters	N/A	N/A	N/A	-1.96	2.729	-0.043	-2.078	N/A
alvocidib	-1.982	2.374	2.024	N/A	N/A	0.421	N/A	N/A
Mek	1.869	-1.689	-0.152	0.878	1.212	-0.207	0.228	0.558
CD44	N/A	-2.06	-2.543	N/A	N/A	0.845	0.749	-0.591
carbamylcholine	N/A	N/A	N/A	0.447	2.399	-2.778	-1.109	N/A
EML4-ALK	N/A	-1.265	-0.671	-1.633	N/A	-0.711	-2.433	N/A
imatinib	-0.329	2.266	1.136	N/A	1.093	0.11	-1.773	N/A
STAT3	-0.353	-0.695	N/A	0.091	1.7	1.08	-1.951	0.812
TFEB	N/A	-1.438	-2.312	N/A	N/A	2.855	N/A	-0.065
ESR2	N/A	-1.506	-2.339	0.659	0.114	1.255	0.796	N/A
okadaic acid	N/A	N/A	N/A	-1.987	2.0	0.248	-2.433	N/A
TO-901317	N/A	N/A	-2.342	-1.81	1.925	0.587	N/A	N/A
ARNT2	N/A	N/A	-3.651	-3.0	N/A	N/A	N/A	N/A
resveratrol	-0.373	2.761	1.436	-0.316	0.649	0.2	-0.913	N/A
AKT3	1.309	0.447	-1.129	-0.243	1.067	2.425	N/A	N/A
ciprofibrate	1.168	-2.104	-1.978	0.114	N/A	N/A	-1.254	N/A
MALSU1	-1.342	1.633	1.633	2.0	N/A	N/A	N/A	N/A
MRPL14	-1.342	1.633	1.633	2.0	N/A	N/A	N/A	N/A
chloroquine	N/A	N/A	-1.876	-1.98	N/A	1.156	-1.591	N/A
curcumin	-0.793	1.636	1.26	0.899	-0.499	-1.307	0.207	N/A
GLI1	-0.676	N/A	-1.236	1.518	-0.894	0.853	1.093	0.33
dinoprost	N/A	-2.554	N/A	-0.44	1.544	-0.665	-1.387	N/A
DLX1	N/A	N/A	-2.688	N/A	0.0	2.985	-0.64	-0.277
bufalin	N/A	2.414	1.718	N/A	1.633	-0.816	N/A	N/A
Tgf beta	-0.279	-2.682	N/A	1.516	N/A	-0.674	1.418	N/A
SCH 58261	-0.218	-1.664	-1.744	N/A	-1.226	1.709	N/A	N/A
EGR1	2.598	N/A	N/A	-0.538	2.155	0.391	-0.877	N/A
raloxifene	N/A	-2.72	N/A	0.905	0.895	-0.137	1.897	N/A
AMPK	-0.853	2.45	N/A	-0.14	N/A	N/A	-2.19	0.896
ammonium chloride	N/A	N/A	-2.359	N/A	N/A	2.2	-1.964	N/A
6-hydroxydopamine	1.004	-1.389	-2.235	0.254	0.69	0.282	-0.664	N/A
N6AMT1	N/A	N/A	N/A	-2.425	-2.0	2.087	N/A	N/A
selenium	1.452	-1.96	-1.709	N/A	1.387	N/A	N/A	N/A
HMGA1	1.732	-1.124	-1.028	0.0	0.38	0.875	0.163	-1.2
NR3C1	N/A	0.887	-0.973	-0.84	0.978	0.073	-1.443	-1.297
tamoxifen	1.362	N/A	N/A	-1.485	0.834	0.476	-0.717	-1.61
MAPK1	N/A	N/A	2.657	-0.078	1.442	-1.627	-0.676	N/A
SP2509	1.571	0.133	-0.906	-0.507	2.086	0.905	-0.368	N/A
BMS-690514	2.0	N/A	0.333	-2.0	1.0	1.134	N/A	N/A
NKX2-3	2.53	N/A	-0.522	N/A	0.764	1.458	1.191	N/A
U0126	-2.048	N/A	0.514	-1.172	-2.434	-0.09	0.006	-0.198
bafilomycin A1	1.342	N/A	-3.111	N/A	2.0	N/A	N/A	N/A
TFPI2	2.0	N/A	N/A	N/A	2.449	-2.0	N/A	N/A
CSF1	N/A	N/A	-3.027	-0.761	1.467	0.687	-0.504	N/A
PSEN1	-0.052	-0.399	1.628	1.339	0.769	-2.093	-0.149	N/A
propylthiouracil	-1.667	N/A	1.19	0.788	0.102	-1.546	-1.134	N/A
sulindac sulfide	N/A	1.373	0.719	N/A	1.282	-1.256	-1.768	N/A
8-bromo-cAMP	N/A	N/A	-2.175	-0.27	0.954	2.21	0.787	N/A
carfilzomib	2.207	N/A	-2.216	N/A	1.969	N/A	N/A	N/A
ACLY	1.929	N/A	-2.534	N/A	1.929	N/A	N/A	N/A
miR-122-5p (miRNAs w/seed GGAGUGU)	N/A	1.494	1.664	0.422	N/A	-2.804	N/A	N/A
N-acetyl-L-cysteine	-2.362	1.69	N/A	N/A	-1.962	0.367	N/A	N/A
indomethacin	0.16	-0.238	N/A	1.789	1.305	1.12	1.27	0.48
EED	-2.0	2.0	N/A	1.0	N/A	-1.342	N/A	N/A
bisindolylmaleimide I	N/A	N/A	N/A	1.45	-2.203	-0.983	1.698	N/A
SMAD4	N/A	N/A	N/A	1.879	2.064	-2.369	N/A	N/A
UBA1	-1.091	N/A	2.137	N/A	-1.4	-1.671	0.0	N/A
HEIH	1.951	-1.915	N/A	N/A	1.724	-0.705	N/A	N/A
miR-124-3p (and other miRNAs w/seed AAGGCAC)	-1.063	N/A	3.448	N/A	-1.779	N/A	N/A	N/A
RASSF1	N/A	0.196	-1.161	-1.706	1.035	-0.336	-0.788	-1.067
ATF4	2.924	N/A	N/A	N/A	2.133	0.917	0.311	N/A
diethylnitrosamine	1.091	-2.216	N/A	1.067	1.501	0.371	N/A	N/A
LDL	N/A	-1.771	-2.321	-0.248	1.054	-0.143	-0.702	N/A
IFRD1	-2.0	N/A	2.236	N/A	-2.0	N/A	N/A	N/A
mir-133	-0.816	2.828	2.116	N/A	-0.137	-0.046	-0.292	N/A
THEM6	2.177	N/A	-2.813	N/A	N/A	1.237	N/A	N/A
TEAD4	N/A	-1.669	-2.375	-0.275	N/A	1.905	N/A	N/A
actinomycin D	-1.977	N/A	N/A	N/A	-1.877	0.053	1.709	0.6
triamcinolone acetonide	N/A	N/A	N/A	N/A	-2.073	2.097	0.113	1.929
ATP2B2	-1.982	N/A	1.89	N/A	-2.219	0.113	N/A	N/A
MAP2K1/2	1.732	N/A	N/A	-0.201	2.238	-1.351	-0.68	N/A
Sn50 peptide	N/A	N/A	2.395	1.091	N/A	-1.616	-1.091	N/A
4-hydroxycinnamyl aldehyde	N/A	1.981	2.211	N/A	N/A	-1.994	N/A	N/A
MRPL12	-1.982	1.969	2.2	N/A	N/A	N/A	N/A	N/A
RUNX3	N/A	N/A	N/A	-0.97	2.401	-0.787	N/A	-1.96
mir-210	-1.48	1.077	2.227	N/A	N/A	-1.333	N/A	N/A
APC	1.98	N/A	-1.803	-0.704	N/A	1.045	-0.579	N/A
CUL4B	-2.0	1.342	1.664	N/A	N/A	N/A	1.103	N/A
EPHB1	N/A	N/A	N/A	N/A	2.189	-1.948	-1.948	N/A
resiquimod	0.0	-2.255	-1.835	0.933	-0.338	-0.72	N/A	N/A
5-N-ethylcarboxamido adenosine	N/A	-0.143	N/A	-0.314	-1.132	1.371	2.121	1.0
IKBKB	N/A	N/A	-3.108	-1.095	1.876	N/A	N/A	N/A
FLT1	0.0	N/A	-0.816	2.236	1.134	1.508	-0.378	N/A
CYB561A3	1.131	N/A	-1.067	N/A	1.432	N/A	-2.425	N/A
SRF	N/A	-0.926	-0.155	0.803	1.711	-1.319	-1.137	N/A
ERG	N/A	N/A	-1.031	0.357	-0.128	2.313	2.214	N/A
D-galactosamine	1.4	N/A	N/A	N/A	1.671	0.961	-2.0	N/A
ETV5	N/A	2.0	1.897	N/A	N/A	-1.238	0.896	N/A
PSME3	N/A	-1.342	-2.449	N/A	N/A	2.236	N/A	N/A
KLF3	N/A	2.132	0.788	-2.53	N/A	0.0	-0.577	N/A
ciglitazone	1.982	N/A	-1.827	-2.204	N/A	N/A	N/A	N/A
ATG5	1.117	-1.667	-0.97	N/A	1.411	-0.841	N/A	N/A
UDP-D-glucose	-2.0	N/A	2.0	N/A	N/A	-2.0	N/A	N/A
RPS6KA5	N/A	N/A	N/A	N/A	1.999	-1.999	-1.999	N/A
26s Proteasome	-2.293	N/A	1.302	N/A	N/A	-1.897	0.498	N/A
RPS6KA4	N/A	N/A	N/A	N/A	1.992	-1.992	-1.992	N/A
H89	N/A	N/A	N/A	1.174	-1.83	0.579	2.387	N/A
EGR2	N/A	N/A	-1.819	-1.375	-1.529	0.311	0.931	N/A
MAPT	1.067	N/A	-1.782	-0.129	1.782	0.854	-0.342	N/A
KRAS	1.413	-1.783	-0.648	1.227	0.333	-0.104	0.317	-0.128
LMX1B	2.0	0.152	N/A	N/A	2.449	1.342	N/A	N/A
LMX1A	2.0	0.152	0.0	N/A	2.449	1.342	N/A	N/A
FEV	1.134	N/A	-2.0	-0.333	0.333	1.807	0.0	-0.333
GNRH	N/A	N/A	-0.759	N/A	2.298	-0.83	-2.038	N/A
TAFAZZIN	N/A	-3.286	-1.336	N/A	N/A	1.282	N/A	N/A
calcitriol	-2.987	N/A	N/A	N/A	N/A	-2.122	-0.778	N/A
SIX1	N/A	N/A	2.828	0.816	N/A	-2.236	N/A	N/A
miR-155-5p (miRNAs w/seed UAAUGCU)	N/A	N/A	2.728	0.579	N/A	-2.561	N/A	N/A
benzo(a)pyrene	N/A	N/A	-2.283	-1.134	-0.378	0.632	N/A	1.408
NR1H3	N/A	-2.138	-2.574	-1.12	N/A	N/A	N/A	N/A
FOS	0.408	-1.246	-1.501	0.184	-0.229	0.209	0.378	1.673
ISG15	N/A	N/A	1.394	N/A	-2.236	-1.195	1.0	N/A
TRH	N/A	N/A	N/A	N/A	2.169	-1.71	-1.94	N/A
GRN	-1.387	N/A	N/A	0.557	-1.664	-1.086	1.117	N/A
iron	-0.557	-1.156	-0.06	N/A	-1.01	1.791	-1.23	N/A
miR-16-5p (and other miRNAs w/seed AGCAGCA)	N/A	1.4	2.025	0.677	N/A	-1.12	0.433	0.142
lapatinib	-1.154	N/A	N/A	N/A	-1.491	0.692	1.491	0.958
VHL	0.221	0.271	0.763	-1.18	0.564	-0.544	-2.229	N/A
sulforafan	0.123	1.856	1.515	-0.181	-0.671	-0.196	N/A	-1.195
NORAD	1.97	-1.633	N/A	N/A	1.698	-0.436	N/A	N/A
metformin	N/A	1.921	1.961	0.552	0.691	-0.602	N/A	0.0
6-cyano-7-nitroquinoxaline-2,3-dione	N/A	N/A	N/A	N/A	-1.997	1.729	1.997	N/A
SKP2	N/A	-0.295	-0.051	1.987	-0.686	0.7	1.997	N/A
budesonide	-2.891	1.347	0.849	N/A	N/A	-0.626	N/A	N/A
APEX1	N/A	N/A	0.816	0.0	2.813	-0.449	-1.633	N/A
BDNF	N/A	1.365	0.133	-1.157	0.576	-0.336	-1.373	-0.76
FLI1	N/A	-2.594	-3.105	N/A	N/A	N/A	N/A	N/A
fluoride	-0.559	1.0	1.0	-1.134	-0.04	-0.825	-1.134	N/A
SERPINE1	N/A	N/A	N/A	1.673	1.195	-1.377	-0.894	0.548
methamphetamine	0.199	1.2	1.251	-1.099	0.441	0.665	-0.829	N/A
KAT2A	0.0	-3.332	0.209	0.378	-0.348	-1.109	0.0	0.293
GNRH2	0.095	N/A	N/A	-1.2	0.867	-2.0	-1.497	N/A
UCHL1	-1.38	1.756	N/A	N/A	-1.609	-0.912	N/A	N/A
MAP2K4	N/A	-2.565	N/A	N/A	1.965	-1.121	N/A	N/A
estrogen	N/A	N/A	-2.437	0.572	0.875	0.77	-0.991	N/A
fulvestrant	N/A	N/A	-1.125	1.424	0.216	-0.712	2.157	N/A
SOX9	N/A	N/A	N/A	-1.123	N/A	2.534	1.974	N/A
leukotriene D4	N/A	N/A	N/A	N/A	2.763	-1.755	-1.109	N/A
HSF2	1.501	-1.109	-2.155	N/A	N/A	0.849	N/A	N/A
miR-34a-5p (and other miRNAs w/seed GGCAGUG)	N/A	N/A	N/A	1.286	2.352	-1.973	N/A	N/A
miR-223-3p (miRNAs w/seed GUCAGUU)	1.131	2.401	N/A	N/A	1.387	-0.655	N/A	N/A
crocidolite asbestos	N/A	N/A	N/A	N/A	2.208	-1.371	-1.995	N/A
ETS1	N/A	N/A	N/A	1.28	-1.955	0.382	1.932	N/A
amphetamine	N/A	N/A	N/A	-1.827	1.961	N/A	-1.759	N/A
LIN28B	N/A	N/A	N/A	2.0	N/A	0.745	2.795	N/A
MEF2D	0.92	N/A	N/A	0.458	2.263	-1.227	-0.469	-0.187
KDM4B	N/A	-1.387	-2.138	N/A	N/A	1.982	N/A	N/A
HOXA5	N/A	N/A	N/A	-0.714	1.941	-1.373	-1.474	N/A
SAFB	N/A	N/A	N/A	N/A	-2.449	0.707	1.342	-1.0
SLC2A3	N/A	-1.067	-2.213	N/A	N/A	2.216	N/A	N/A
AREG	N/A	-1.845	N/A	N/A	0.994	-1.244	-1.387	N/A
desmopressin	1.131	-1.698	-1.483	N/A	-0.711	0.436	N/A	N/A
xanthine derivative CB002 analog 4	-1.633	-0.447	1.414	N/A	-0.816	-1.134	N/A	N/A
RUNX1-RUNX1T1	0.152	N/A	N/A	2.0	0.896	-1.633	0.762	N/A
AGN194204	N/A	N/A	-2.065	0.632	1.786	0.958	N/A	N/A
carboplatin	N/A	N/A	-1.787	-0.277	N/A	2.372	1.0	N/A
SALL4	N/A	-1.976	-1.506	0.378	0.419	-0.288	-0.834	N/A
HYAL1	N/A	N/A	N/A	-1.414	N/A	1.342	-1.633	-1.0
HSF1	-1.229	0.008	0.496	-1.074	-0.69	-1.558	0.32	N/A
TRIM2	2.425	-0.849	-0.6	N/A	1.501	N/A	N/A	N/A
TGFB3	N/A	N/A	-1.81	-1.237	N/A	1.695	-0.631	N/A
BMP7	N/A	N/A	-2.177	0.521	N/A	0.561	-2.111	N/A
MTOR	0.685	-1.673	-1.104	0.145	0.971	-0.531	0.016	-0.239
SP600125	N/A	N/A	N/A	N/A	-2.893	-0.25	2.193	N/A
FBXO32	1.982	N/A	-2.554	N/A	N/A	0.792	N/A	N/A
azetidyl-2-carboxylic acid	1.452	N/A	-1.744	N/A	1.103	1.016	N/A	N/A
WT1	0.736	-1.138	-0.821	-0.532	0.9	0.671	0.506	N/A
MAPK9	0.567	N/A	-0.879	-1.334	1.419	1.063	0.026	N/A
ELAVL1	0.728	N/A	-1.814	0.513	1.091	0.618	0.508	N/A
phenylephrine	N/A	N/A	N/A	-0.651	2.41	N/A	-2.195	N/A
PRL	N/A	-0.887	-0.838	0.697	0.504	2.132	0.195	N/A
genistein	N/A	N/A	N/A	-0.597	1.45	2.309	-0.878	N/A
MAP3K1	N/A	N/A	N/A	-1.121	1.908	-0.279	-1.922	N/A
MYO6	N/A	N/A	1.807	0.0	1.414	0.0	-2.0	N/A
RAB1B	N/A	N/A	-2.63	N/A	N/A	2.588	N/A	N/A
entinostat	N/A	1.96	N/A	0.054	N/A	-1.254	-1.948	N/A
isobutylmethylxanthine	N/A	-0.728	N/A	N/A	2.121	1.961	0.394	N/A
GNAS	N/A	N/A	N/A	0.113	2.447	1.112	-1.528	N/A
MK2206	N/A	N/A	1.424	-0.152	0.152	-2.228	-1.214	N/A
NR4A3	N/A	N/A	-1.832	1.287	1.039	N/A	N/A	0.991
MRTFA	N/A	N/A	-0.407	1.772	N/A	0.475	1.667	-0.816
T-5224	N/A	1.89	1.347	0.0	N/A	0.0	-1.89	N/A
A2M	1.067	-2.0	N/A	N/A	N/A	2.059	N/A	N/A
NFKB2	N/A	N/A	N/A	-2.236	N/A	N/A	-1.982	0.9
mir-29	N/A	N/A	1.318	1.029	N/A	-1.323	-1.447	N/A
SOX10	N/A	N/A	-2.588	N/A	0.447	1.633	-0.447	N/A
PROX1	1.131	N/A	-1.987	N/A	1.98	N/A	N/A	N/A
IL2	N/A	N/A	-2.358	-0.35	0.923	1.245	0.1	-0.119
IL1	N/A	N/A	N/A	-0.603	2.569	N/A	-1.921	N/A
CXCL12	N/A	-1.88	N/A	0.167	0.855	-1.013	-1.038	-0.124
EP300	N/A	N/A	N/A	-0.182	1.964	0.869	-1.652	-0.404
PTTG1	N/A	-0.761	-1.777	N/A	N/A	1.628	0.651	-0.246
DSCAML1	-2.121	N/A	N/A	-0.816	-2.121	N/A	0.0	N/A
1,25-dihydroxyvitamin D	N/A	0.873	N/A	-1.96	N/A	0.943	-1.264	N/A
ERBB4	N/A	N/A	N/A	N/A	-2.121	2.087	0.816	N/A
colchicine	N/A	N/A	N/A	-1.103	1.96	N/A	-1.951	N/A
PTGS2	0.194	N/A	N/A	-0.415	0.901	-1.579	-1.0	-0.914
GPAT4	2.0	N/A	N/A	N/A	2.0	1.0	N/A	N/A
ID1	N/A	-1.909	N/A	N/A	N/A	1.99	0.085	1.014
silicon dioxide	1.114	N/A	N/A	N/A	1.728	N/A	-2.156	N/A
BAG1	N/A	N/A	N/A	-2.195	0.633	-0.22	-1.944	N/A
phenylbutazone	N/A	N/A	N/A	0.927	1.98	1.732	0.351	N/A
MET	N/A	N/A	-1.913	N/A	N/A	1.997	0.761	0.298
MYOC	N/A	N/A	-2.18	N/A	1.98	0.808	N/A	N/A
NR5A2	N/A	N/A	N/A	N/A	1.852	N/A	-2.449	-0.655
stattic	-2.236	N/A	1.713	N/A	-1.0	N/A	N/A	N/A
carbamazepine	0.728	N/A	-0.792	-1.067	1.501	-0.853	N/A	N/A
CHRM1	N/A	N/A	1.214	N/A	1.741	-1.98	N/A	N/A
IKBKG	N/A	N/A	N/A	N/A	N/A	2.126	-1.732	-1.067
phenethyl isothiocyanate	N/A	1.97	2.119	N/A	N/A	-0.832	N/A	N/A
pidnarulex	-1.265	0.333	0.535	-0.816	-0.832	N/A	-1.134	N/A
mitomycin C	0.014	N/A	-0.881	N/A	1.332	-1.274	-1.406	N/A
Interferon alpha	N/A	-1.682	N/A	0.559	1.788	0.659	0.217	N/A
ERK	N/A	N/A	N/A	-0.893	1.387	-0.801	-1.815	N/A
TP63	N/A	-0.944	-0.696	-0.376	0.59	0.068	-0.599	-1.619
APLN	N/A	-2.72	N/A	-0.447	1.696	N/A	0.027	N/A
haloperidol	N/A	N/A	N/A	-0.517	2.262	-0.145	-1.954	N/A
FUS	-1.109	N/A	2.0	N/A	-1.0	-0.762	N/A	N/A
NCOA1	-1.89	N/A	N/A	N/A	N/A	1.212	0.378	1.387
TMPRSS2-ERG	N/A	N/A	N/A	2.433	N/A	N/A	2.433	N/A
PCGEM1	N/A	-0.971	-2.439	N/A	N/A	1.446	N/A	N/A
LEPR	1.982	N/A	-0.859	-1.732	N/A	-0.266	N/A	N/A
3,3'-diindolylmethane	N/A	N/A	N/A	N/A	2.395	0.463	-1.974	N/A
daidzein	N/A	N/A	-1.938	-1.671	1.219	N/A	N/A	N/A
PDLIM2	N/A	N/A	-2.324	1.134	N/A	N/A	1.342	N/A
HTT	-0.152	0.128	0.507	-1.067	-2.138	0.579	-0.218	N/A
anandamide	N/A	-2.2	-2.588	N/A	N/A	N/A	N/A	N/A
mir-182	N/A	N/A	N/A	2.0	N/A	-0.788	2.0	N/A
NME1	N/A	N/A	1.471	N/A	-2.133	-1.177	N/A	N/A
Sb202190	-0.973	N/A	N/A	1.066	-0.493	-1.824	0.2	-0.218
CCN2	N/A	-1.788	-2.133	N/A	N/A	0.851	N/A	N/A
epoxomicin	1.678	N/A	-1.164	N/A	1.244	0.684	N/A	N/A
quercetin	N/A	N/A	N/A	-0.263	3.059	-0.267	-1.177	N/A
VCAN	N/A	1.604	N/A	2.121	N/A	-0.258	0.333	-0.447
prostaglandin J2	1.067	-1.342	-2.345	N/A	N/A	N/A	N/A	N/A
ITGB1	N/A	N/A	N/A	N/A	N/A	1.752	1.789	1.205
TARDBP	N/A	-1.89	-2.849	N/A	N/A	0.0	N/A	N/A
SETD2	N/A	1.915	1.89	N/A	N/A	-0.928	N/A	N/A
RABGEF1	-1.134	1.134	N/A	2.0	-0.447	N/A	N/A	N/A
IREB2	-1.96	0.241	0.609	N/A	-0.468	-0.861	0.562	N/A
CX3CR1	N/A	2.138	N/A	N/A	0.0	N/A	0.563	-2.0
STAT4	1.422	N/A	-2.079	N/A	0.0	0.841	0.351	N/A
HDAC4	N/A	N/A	-2.228	-1.362	-0.537	0.564	N/A	N/A
TREM2	N/A	N/A	-2.137	N/A	N/A	2.551	N/A	N/A
HES3	-0.447	-1.633	-1.265	N/A	1.342	N/A	N/A	N/A
IHH	N/A	N/A	N/A	-2.449	-2.236	N/A	N/A	N/A
SORL1	N/A	N/A	-2.262	-0.483	N/A	1.448	-0.483	0.0
dantrolene	-1.199	N/A	1.987	N/A	-1.474	N/A	N/A	N/A
NF-Y	N/A	N/A	-1.953	N/A	1.944	0.755	N/A	N/A
NFkB (complex)	N/A	N/A	N/A	0.09	2.388	1.316	-0.854	N/A
FSH	1.081	-0.524	0.315	-0.648	1.09	-0.192	-0.566	-0.222
spermidine	1.067	-1.067	0.555	N/A	N/A	-1.937	N/A	N/A
CDKN1B	N/A	-0.155	-0.304	N/A	-0.988	-0.325	1.432	1.411
BSG	N/A	-1.765	-1.101	N/A	N/A	1.746	N/A	N/A
ARNT	N/A	-1.067	-1.823	N/A	N/A	1.706	0.0	N/A
MIR17HG	N/A	N/A	0.862	-0.389	N/A	-2.704	0.194	-0.447
MEL S3	0.0	1.155	0.728	-1.0	0.378	-0.333	-1.0	N/A
mir-122	N/A	2.034	0.629	-0.362	N/A	-1.563	N/A	N/A
DDIT3	1.087	N/A	N/A	N/A	0.953	0.309	2.236	N/A
NPM1	N/A	N/A	N/A	-1.026	1.508	1.342	-0.707	N/A
CAMK4	N/A	N/A	N/A	N/A	2.391	N/A	-2.186	N/A
Mapk	N/A	N/A	N/A	-2.156	N/A	N/A	-2.4	N/A
